id;region;year;type;conversion_factor_sec_elec;conversion_factor_sec_diesel;conversion_factor_sec_hydrogen;conversion_factor_sec_ammonia;conversion_factor_sec_ethanol;conversion_factor_exo_rail_long_tkm;conversion_factor_exo_rail_short_tkm;capacity_tra_inst_0;optional_limitations;cost_fix_tra;cost_var_tra;lifetime;mileage;tonnage;wacc;ef_sec_diesel_emi_co2_f_tra;ef_sec_ethanol_emi_co2_f_tra;ef_sec_diesel_emi_ch4_f_tra;ef_sec_diesel_emi_n2o_f_tra;bandwidth_type;version;method;source;comment
11;DE;2021;tra_rail_ice_frei_long_diesel_0;;1.0;;;;6.0;;460;;0;;30;97000;730;global_scalars.wacc;global_emission_factors.diesel_fuel;;0.87;0.56;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8SCIVerkehr2020', 'conversion_factor_exo_rail_long_tkm': '', 'conversion_factor_sec_diesel': '', 'ef_sec_diesel_emi_ch4_f_tra': '', 'ef_sec_diesel_emi_co2_f_tra': '', 'ef_sec_diesel_emi_n2o_f_tra': '', 'lifetime': '', 'mileage': '', 'tonnage': 'value taken from diesel from 8Wouter&Pablo2019'};{'capacity_tra_inst_0': '8SCIVerkehr2020', 'conversion_factor_exo_rail_long_tkm': '8Wouter&Pablo2019', 'conversion_factor_sec_diesel': '8Wouter&Pablo2019', 'ef_sec_diesel_emi_ch4_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_co2_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_n2o_f_tra': '8UNFCCC2021', 'lifetime': '8Aryanpur&Glynn2020', 'mileage': '8Wouter&Pablo2019', 'tonnage': '8Wouter&Pablo2019'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_tkm': 'unit:BTkm/PJ', 'conversion_factor_sec_diesel': 'unit:PJ', 'ef_sec_diesel_emi_ch4_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_co2_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_n2o_f_tra': 'unit:t/PJ', 'lifetime': '', 'mileage': '', 'tonnage': ''}
12;DE;2024;tra_rail_ice_frei_long_diesel_0;;1.0;;;;6.0;;414;;0;;30;97000;730;global_scalars.wacc;global_emission_factors.diesel_fuel;;0.87;0.56;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8SCIVerkehr2020', 'conversion_factor_exo_rail_long_tkm': '', 'conversion_factor_sec_diesel': '', 'ef_sec_diesel_emi_ch4_f_tra': '', 'ef_sec_diesel_emi_co2_f_tra': '', 'ef_sec_diesel_emi_n2o_f_tra': '', 'lifetime': '', 'mileage': '', 'tonnage': 'value taken from diesel from 8Wouter&Pablo2019'};{'capacity_tra_inst_0': '8SCIVerkehr2020', 'conversion_factor_exo_rail_long_tkm': '8Wouter&Pablo2019', 'conversion_factor_sec_diesel': '8Wouter&Pablo2019', 'ef_sec_diesel_emi_ch4_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_co2_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_n2o_f_tra': '8UNFCCC2021', 'lifetime': '8Aryanpur&Glynn2020', 'mileage': '8Wouter&Pablo2019', 'tonnage': '8Wouter&Pablo2019'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_tkm': 'unit:BTkm/PJ', 'conversion_factor_sec_diesel': 'unit:PJ', 'ef_sec_diesel_emi_ch4_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_co2_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_n2o_f_tra': 'unit:t/PJ', 'lifetime': '', 'mileage': '', 'tonnage': ''}
13;DE;2027;tra_rail_ice_frei_long_diesel_0;;1.0;;;;6.0;;368;;0;;30;97000;730;global_scalars.wacc;global_emission_factors.diesel_fuel;;0.87;0.56;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8SCIVerkehr2020', 'conversion_factor_exo_rail_long_tkm': '', 'conversion_factor_sec_diesel': '', 'ef_sec_diesel_emi_ch4_f_tra': '', 'ef_sec_diesel_emi_co2_f_tra': '', 'ef_sec_diesel_emi_n2o_f_tra': '', 'lifetime': '', 'mileage': '', 'tonnage': 'value taken from diesel from 8Wouter&Pablo2019'};{'capacity_tra_inst_0': '8SCIVerkehr2020', 'conversion_factor_exo_rail_long_tkm': '8Wouter&Pablo2019', 'conversion_factor_sec_diesel': '8Wouter&Pablo2019', 'ef_sec_diesel_emi_ch4_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_co2_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_n2o_f_tra': '8UNFCCC2021', 'lifetime': '8Aryanpur&Glynn2020', 'mileage': '8Wouter&Pablo2019', 'tonnage': '8Wouter&Pablo2019'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_tkm': 'unit:BTkm/PJ', 'conversion_factor_sec_diesel': 'unit:PJ', 'ef_sec_diesel_emi_ch4_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_co2_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_n2o_f_tra': 'unit:t/PJ', 'lifetime': '', 'mileage': '', 'tonnage': ''}
14;DE;2030;tra_rail_ice_frei_long_diesel_0;;1.0;;;;6.0;;322;;0;;30;97000;730;global_scalars.wacc;global_emission_factors.diesel_fuel;;0.87;0.56;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8SCIVerkehr2020', 'conversion_factor_exo_rail_long_tkm': '', 'conversion_factor_sec_diesel': '', 'ef_sec_diesel_emi_ch4_f_tra': '', 'ef_sec_diesel_emi_co2_f_tra': '', 'ef_sec_diesel_emi_n2o_f_tra': '', 'lifetime': '', 'mileage': '', 'tonnage': 'value taken from diesel from 8Wouter&Pablo2019'};{'capacity_tra_inst_0': '8SCIVerkehr2020', 'conversion_factor_exo_rail_long_tkm': '8Wouter&Pablo2019', 'conversion_factor_sec_diesel': '8Wouter&Pablo2019', 'ef_sec_diesel_emi_ch4_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_co2_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_n2o_f_tra': '8UNFCCC2021', 'lifetime': '8Aryanpur&Glynn2020', 'mileage': '8Wouter&Pablo2019', 'tonnage': '8Wouter&Pablo2019'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_tkm': 'unit:BTkm/PJ', 'conversion_factor_sec_diesel': 'unit:PJ', 'ef_sec_diesel_emi_ch4_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_co2_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_n2o_f_tra': 'unit:t/PJ', 'lifetime': '', 'mileage': '', 'tonnage': ''}
15;DE;2035;tra_rail_ice_frei_long_diesel_0;;1.0;;;;6.0;;245;;0;;30;97000;730;global_scalars.wacc;global_emission_factors.diesel_fuel;;0.87;0.56;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8SCIVerkehr2020', 'conversion_factor_exo_rail_long_tkm': '', 'conversion_factor_sec_diesel': '', 'ef_sec_diesel_emi_ch4_f_tra': '', 'ef_sec_diesel_emi_co2_f_tra': '', 'ef_sec_diesel_emi_n2o_f_tra': '', 'lifetime': '', 'mileage': '', 'tonnage': 'value taken from diesel from 8Wouter&Pablo2019'};{'capacity_tra_inst_0': '8SCIVerkehr2020', 'conversion_factor_exo_rail_long_tkm': '8Wouter&Pablo2019', 'conversion_factor_sec_diesel': '8Wouter&Pablo2019', 'ef_sec_diesel_emi_ch4_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_co2_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_n2o_f_tra': '8UNFCCC2021', 'lifetime': '8Aryanpur&Glynn2020', 'mileage': '8Wouter&Pablo2019', 'tonnage': '8Wouter&Pablo2019'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_tkm': 'unit:BTkm/PJ', 'conversion_factor_sec_diesel': 'unit:PJ', 'ef_sec_diesel_emi_ch4_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_co2_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_n2o_f_tra': 'unit:t/PJ', 'lifetime': '', 'mileage': '', 'tonnage': ''}
16;DE;2040;tra_rail_ice_frei_long_diesel_0;;1.0;;;;6.0;;168;;0;;30;97000;730;global_scalars.wacc;global_emission_factors.diesel_fuel;;0.87;0.56;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8SCIVerkehr2020', 'conversion_factor_exo_rail_long_tkm': '', 'conversion_factor_sec_diesel': '', 'ef_sec_diesel_emi_ch4_f_tra': '', 'ef_sec_diesel_emi_co2_f_tra': '', 'ef_sec_diesel_emi_n2o_f_tra': '', 'lifetime': '', 'mileage': '', 'tonnage': 'value taken from diesel from 8Wouter&Pablo2019'};{'capacity_tra_inst_0': '8SCIVerkehr2020', 'conversion_factor_exo_rail_long_tkm': '8Wouter&Pablo2019', 'conversion_factor_sec_diesel': '8Wouter&Pablo2019', 'ef_sec_diesel_emi_ch4_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_co2_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_n2o_f_tra': '8UNFCCC2021', 'lifetime': '8Aryanpur&Glynn2020', 'mileage': '8Wouter&Pablo2019', 'tonnage': '8Wouter&Pablo2019'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_tkm': 'unit:BTkm/PJ', 'conversion_factor_sec_diesel': 'unit:PJ', 'ef_sec_diesel_emi_ch4_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_co2_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_n2o_f_tra': 'unit:t/PJ', 'lifetime': '', 'mileage': '', 'tonnage': ''}
17;DE;2045;tra_rail_ice_frei_long_diesel_0;;1.0;;;;6.0;;91;;0;;30;97000;730;global_scalars.wacc;global_emission_factors.diesel_fuel;;0.87;0.56;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8SCIVerkehr2020', 'conversion_factor_exo_rail_long_tkm': '', 'conversion_factor_sec_diesel': '', 'ef_sec_diesel_emi_ch4_f_tra': '', 'ef_sec_diesel_emi_co2_f_tra': '', 'ef_sec_diesel_emi_n2o_f_tra': '', 'lifetime': '', 'mileage': '', 'tonnage': 'value taken from diesel from 8Wouter&Pablo2019'};{'capacity_tra_inst_0': '8SCIVerkehr2020', 'conversion_factor_exo_rail_long_tkm': '8Wouter&Pablo2019', 'conversion_factor_sec_diesel': '8Wouter&Pablo2019', 'ef_sec_diesel_emi_ch4_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_co2_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_n2o_f_tra': '8UNFCCC2021', 'lifetime': '8Aryanpur&Glynn2020', 'mileage': '8Wouter&Pablo2019', 'tonnage': '8Wouter&Pablo2019'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_tkm': 'unit:BTkm/PJ', 'conversion_factor_sec_diesel': 'unit:PJ', 'ef_sec_diesel_emi_ch4_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_co2_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_n2o_f_tra': 'unit:t/PJ', 'lifetime': '', 'mileage': '', 'tonnage': ''}
18;DE;2050;tra_rail_ice_frei_long_diesel_0;;1.0;;;;6.0;;14;;0;;30;97000;730;global_scalars.wacc;global_emission_factors.diesel_fuel;;0.87;0.56;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8SCIVerkehr2020', 'conversion_factor_exo_rail_long_tkm': '', 'conversion_factor_sec_diesel': '', 'ef_sec_diesel_emi_ch4_f_tra': '', 'ef_sec_diesel_emi_co2_f_tra': '', 'ef_sec_diesel_emi_n2o_f_tra': '', 'lifetime': '', 'mileage': '', 'tonnage': 'value taken from diesel from 8Wouter&Pablo2019'};{'capacity_tra_inst_0': '8SCIVerkehr2020', 'conversion_factor_exo_rail_long_tkm': '8Wouter&Pablo2019', 'conversion_factor_sec_diesel': '8Wouter&Pablo2019', 'ef_sec_diesel_emi_ch4_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_co2_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_n2o_f_tra': '8UNFCCC2021', 'lifetime': '8Aryanpur&Glynn2020', 'mileage': '8Wouter&Pablo2019', 'tonnage': '8Wouter&Pablo2019'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_tkm': 'unit:BTkm/PJ', 'conversion_factor_sec_diesel': 'unit:PJ', 'ef_sec_diesel_emi_ch4_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_co2_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_n2o_f_tra': 'unit:t/PJ', 'lifetime': '', 'mileage': '', 'tonnage': ''}
19;DE;2060;tra_rail_ice_frei_long_diesel_0;;1.0;;;;6.0;;0;;0;;30;97000;730;global_scalars.wacc;global_emission_factors.diesel_fuel;;0.87;0.56;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8SCIVerkehr2020', 'conversion_factor_exo_rail_long_tkm': '', 'conversion_factor_sec_diesel': '', 'ef_sec_diesel_emi_ch4_f_tra': '', 'ef_sec_diesel_emi_co2_f_tra': '', 'ef_sec_diesel_emi_n2o_f_tra': '', 'lifetime': '', 'mileage': '', 'tonnage': 'value taken from diesel from 8Wouter&Pablo2019'};{'capacity_tra_inst_0': '8SCIVerkehr2020', 'conversion_factor_exo_rail_long_tkm': '8Wouter&Pablo2019', 'conversion_factor_sec_diesel': '8Wouter&Pablo2019', 'ef_sec_diesel_emi_ch4_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_co2_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_n2o_f_tra': '8UNFCCC2021', 'lifetime': '8Aryanpur&Glynn2020', 'mileage': '8Wouter&Pablo2019', 'tonnage': '8Wouter&Pablo2019'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_tkm': 'unit:BTkm/PJ', 'conversion_factor_sec_diesel': 'unit:PJ', 'ef_sec_diesel_emi_ch4_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_co2_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_n2o_f_tra': 'unit:t/PJ', 'lifetime': '', 'mileage': '', 'tonnage': ''}
20;DE;2070;tra_rail_ice_frei_long_diesel_0;;1.0;;;;6.0;;0;;0;;30;97000;730;global_scalars.wacc;global_emission_factors.diesel_fuel;;0.87;0.56;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8SCIVerkehr2020', 'conversion_factor_exo_rail_long_tkm': '', 'conversion_factor_sec_diesel': '', 'ef_sec_diesel_emi_ch4_f_tra': '', 'ef_sec_diesel_emi_co2_f_tra': '', 'ef_sec_diesel_emi_n2o_f_tra': '', 'lifetime': '', 'mileage': '', 'tonnage': 'value taken from diesel from 8Wouter&Pablo2019'};{'capacity_tra_inst_0': '8SCIVerkehr2020', 'conversion_factor_exo_rail_long_tkm': '8Wouter&Pablo2019', 'conversion_factor_sec_diesel': '8Wouter&Pablo2019', 'ef_sec_diesel_emi_ch4_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_co2_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_n2o_f_tra': '8UNFCCC2021', 'lifetime': '8Aryanpur&Glynn2020', 'mileage': '8Wouter&Pablo2019', 'tonnage': '8Wouter&Pablo2019'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_tkm': 'unit:BTkm/PJ', 'conversion_factor_sec_diesel': 'unit:PJ', 'ef_sec_diesel_emi_ch4_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_co2_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_n2o_f_tra': 'unit:t/PJ', 'lifetime': '', 'mileage': '', 'tonnage': ''}
21;DE;2021;tra_rail_ice_frei_short_diesel_0;;1.0;;;;;4.34;2700;;0;;40;6250;500;global_scalars.wacc;global_emission_factors.diesel_fuel;;0.87;0.56;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8SCIVerkehr2020', 'conversion_factor_exo_rail_short_tkm': '', 'conversion_factor_sec_diesel': '', 'ef_sec_diesel_emi_ch4_f_tra': '', 'ef_sec_diesel_emi_co2_f_tra': '', 'ef_sec_diesel_emi_n2o_f_tra': '', 'lifetime': '', 'mileage': 'own calculations based on p.21 8SCIVerkehr2020', 'tonnage': ''};{'capacity_tra_inst_0': '8SCIVerkehr2020', 'conversion_factor_exo_rail_short_tkm': '8Wouter&Pablo2019', 'conversion_factor_sec_diesel': '8Wouter&Pablo2019', 'ef_sec_diesel_emi_ch4_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_co2_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_n2o_f_tra': '8UNFCCC2021', 'lifetime': '8Pagenkopfetal2022', 'mileage': '8SCIVerkehr2020', 'tonnage': '8SCIVerkehr2020'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_short_tkm': 'unit:BTkm/PJ', 'conversion_factor_sec_diesel': 'unit:PJ', 'ef_sec_diesel_emi_ch4_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_co2_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_n2o_f_tra': 'unit:t/PJ', 'lifetime': '', 'mileage': '', 'tonnage': ''}
